sample,condition
ENSG00000142698,normal
ENSG00000270241,normal
ENSG00000287703,normal
ENSG00000207941,normal
ENSG00000163866,normal
ENSG00000189280,normal
ENSG00000189433,normal
ENSG00000255811,normal
ENSG00000188910,normal
ENSG00000187513,normal
ENSG00000230163,normal
ENSG00000116544,normal
ENSG00000284773,normal
ENSG00000241014,normal
ENSG00000243749,normal
ENSG00000271741,normal
ENSG00000163867,normal
ENSG00000197056,normal
ENSG00000233940,normal
ENSG00000228348,normal
ENSG00000284640,normal
ENSG00000116560,normal
ENSG00000201868,normal
ENSG00000146463,normal
ENSG00000240374,normal
ENSG00000201542,normal
ENSG00000229994,normal
ENSG00000227409,normal
ENSG00000142687,normal
ENSG00000278702,normal
ENSG00000236274,normal
ENSG00000020129,normal
ENSG00000239636,normal
ENSG00000116819,normal
ENSG00000126067,normal
ENSG00000142686,normal
ENSG00000092853,normal
ENSG00000232335,normal
ENSG00000134698,normal
ENSG00000092847,normal
ENSG00000271164,normal
ENSG00000286899,normal
ENSG00000271914,normal
ENSG00000126070,normal
ENSG00000271554,normal
ENSG00000232862,normal
ENSG00000092850,normal
ENSG00000116863,normal
ENSG00000171812,normal
ENSG00000054116,normal
ENSG00000116871,normal
ENSG00000264592,normal
ENSG00000054118,normal
ENSG00000231849,normal
ENSG00000214193,normal
ENSG00000142694,normal
ENSG00000286379,normal
ENSG00000196182,normal
ENSG00000181817,normal
ENSG00000222821,normal
ENSG00000116885,normal
ENSG00000201448,normal
ENSG00000116898,normal
ENSG00000119535,normal
ENSG00000230214,normal
ENSG00000284705,normal
ENSG00000284720,normal
ENSG00000234481,normal
ENSG00000163873,normal
ENSG00000284650,normal
ENSG00000223944,normal
ENSG00000264698,normal
ENSG00000207328,normal
ENSG00000252368,normal
ENSG00000230451,normal
ENSG00000233621,normal
ENSG00000163874,normal
ENSG00000283724,normal
ENSG00000163875,normal
ENSG00000263675,normal
ENSG00000163877,normal
ENSG00000232273,normal
ENSG00000237749,normal
ENSG00000163879,normal
ENSG00000134697,normal
ENSG00000284748,normal
ENSG00000169218,normal
ENSG00000116922,normal
ENSG00000134690,normal
ENSG00000183317,normal
ENSG00000200421,normal
ENSG00000214141,normal
ENSG00000227416,normal
ENSG00000185090,normal
ENSG00000233728,normal
ENSG00000196449,normal
ENSG00000197982,normal
ENSG00000188786,normal
ENSG00000235673,normal
ENSG00000230955,normal
ENSG00000204084,normal
ENSG00000252448,normal
ENSG00000222282,normal
ENSG00000277168,normal
ENSG00000183431,normal
ENSG00000212541,normal
ENSG00000183386,normal
ENSG00000183520,normal
ENSG00000185668,normal
ENSG00000224592,normal
ENSG00000223589,normal
ENSG00000265596,normal
ENSG00000284623,normal
ENSG00000286552,normal
ENSG00000287987,normal
ENSG00000237290,normal
ENSG00000275350,normal
ENSG00000200796,normal
ENSG00000238063,normal
ENSG00000215895,normal
ENSG00000284632,normal
ENSG00000116954,normal
ENSG00000273637,normal
ENSG00000228436,normal
ENSG00000214114,normal
ENSG00000274944,normal
ENSG00000131233,normal
ENSG00000158315,normal
ENSG00000199963,normal
ENSG00000207466,normal
ENSG00000235549,normal
ENSG00000174574,normal
ENSG00000168653,normal
ENSG00000127603,normal
ENSG00000206654,normal
ENSG00000222378,normal
ENSG00000287422,normal
ENSG00000226438,normal
ENSG00000217897,normal
ENSG00000183682,normal
ENSG00000237624,normal
ENSG00000291129,normal
ENSG00000243970,normal
ENSG00000090621,normal
ENSG00000228060,normal
ENSG00000201457,normal
ENSG00000163909,normal
ENSG00000225903,normal
ENSG00000116981,normal
ENSG00000116983,normal
ENSG00000084072,normal
ENSG00000225333,normal
ENSG00000252413,normal
ENSG00000289711,normal
ENSG00000116985,normal
ENSG00000198754,normal
ENSG00000285905,normal
ENSG00000261798,normal
ENSG00000229213,normal
ENSG00000284719,normal
ENSG00000284678,normal
ENSG00000043514,normal
ENSG00000202222,normal
ENSG00000116990,normal
ENSG00000236546,normal
ENSG00000207356,normal
ENSG00000168389,normal
ENSG00000228477,normal
ENSG00000131236,normal
ENSG00000131238,normal
ENSG00000226745,normal
ENSG00000117000,normal
ENSG00000207508,normal
ENSG00000188800,normal
ENSG00000259943,normal
ENSG00000084073,normal
ENSG00000231296,normal
ENSG00000049089,normal
ENSG00000227311,normal
ENSG00000084070,normal
ENSG00000213172,normal
ENSG00000290111,normal
ENSG00000284677,normal
ENSG00000187801,normal
ENSG00000260920,normal
ENSG00000279667,normal
ENSG00000187815,normal
ENSG00000238287,normal
ENSG00000164002,normal
ENSG00000227278,normal
ENSG00000238186,normal
ENSG00000117010,normal
ENSG00000286838,normal
ENSG00000236505,normal
ENSG00000233910,normal
ENSG00000117016,normal
ENSG00000287743,normal
ENSG00000237899,normal
ENSG00000272145,normal
ENSG00000066136,normal
ENSG00000198974,normal
ENSG00000207962,normal
ENSG00000117013,normal
ENSG00000264582,normal
ENSG00000179862,normal
ENSG00000229528,normal
ENSG00000228940,normal
ENSG00000286668,normal
ENSG00000233118,normal
ENSG00000171793,normal
ENSG00000281207,normal
ENSG00000171790,normal
ENSG00000010803,normal
ENSG00000215893,normal
ENSG00000287400,normal
ENSG00000235358,normal
ENSG00000213987,normal
ENSG00000291157,normal
ENSG00000286640,normal
ENSG00000204060,normal
ENSG00000229901,normal
ENSG00000252563,normal
ENSG00000127129,normal
ENSG00000127124,normal
ENSG00000230881,normal
ENSG00000230638,normal
ENSG00000284895,normal
ENSG00000287587,normal
ENSG00000227538,normal
ENSG00000228776,normal
ENSG00000044012,normal
ENSG00000197273,normal
ENSG00000198815,normal
ENSG00000227527,normal
ENSG00000177181,normal
ENSG00000235002,normal
ENSG00000066185,normal
ENSG00000127125,normal
ENSG00000186409,normal
ENSG00000230116,normal
ENSG00000236876,normal
ENSG00000200254,normal
ENSG00000236180,normal
ENSG00000171960,normal
ENSG00000285728,normal
ENSG00000234917,normal
ENSG00000065978,normal
ENSG00000164007,normal
ENSG00000117385,normal
ENSG00000164008,normal
ENSG00000283580,normal
ENSG00000228452,normal
ENSG00000274386,normal
ENSG00000177868,normal
ENSG00000164010,normal
ENSG00000228192,normal
ENSG00000164011,normal
ENSG00000233708,normal
ENSG00000237090,normal
ENSG00000225099,normal
ENSG00000288955,normal
ENSG00000117394,normal
ENSG00000284138,normal
ENSG00000227533,normal
ENSG00000283973,normal
ENSG00000207256,normal
ENSG00000283136,normal
ENSG00000277513,normal
ENSG00000186973,normal
ENSG00000117395,normal
ENSG00000284410,normal
ENSG00000243710,normal
ENSG00000199240,normal
ENSG00000179178,normal
ENSG00000253313,normal
ENSG00000066056,normal
ENSG00000117400,normal
ENSG00000287113,normal
ENSG00000234694,normal
ENSG00000117399,normal
ENSG00000066322,normal
ENSG00000283836,normal
ENSG00000288772,normal
ENSG00000159479,normal
ENSG00000229431,normal
ENSG00000198198,normal
ENSG00000229372,normal
ENSG00000274975,normal
ENSG00000178922,normal
ENSG00000229348,normal
ENSG00000142949,normal
ENSG00000066135,normal
ENSG00000284989,normal
ENSG00000236200,normal
ENSG00000126091,normal
ENSG00000229444,normal
ENSG00000283414,normal
ENSG00000233674,normal
ENSG00000283477,normal
ENSG00000224751,normal
ENSG00000117407,normal
ENSG00000237950,normal
ENSG00000288573,normal
ENSG00000117408,normal
ENSG00000285649,normal
ENSG00000132768,normal
ENSG00000117410,normal
ENSG00000117411,normal
ENSG00000159214,normal
ENSG00000196517,normal
ENSG00000230615,normal
ENSG00000227163,normal
ENSG00000271647,normal
ENSG00000239560,normal
ENSG00000171872,normal
ENSG00000233514,normal
ENSG00000283039,normal
ENSG00000226804,normal
ENSG00000200171,normal
ENSG00000238037,normal
ENSG00000227994,normal
ENSG00000271329,normal
ENSG00000178028,normal
ENSG00000117419,normal
ENSG00000233602,normal
ENSG00000199385,normal
ENSG00000187147,normal
ENSG00000263381,normal
ENSG00000126106,normal
ENSG00000198520,normal
ENSG00000199377,normal
ENSG00000200169,normal
ENSG00000142945,normal
ENSG00000225721,normal
ENSG00000142937,normal
ENSG00000264294,normal
ENSG00000200913,normal
ENSG00000202031,normal
ENSG00000207421,normal
ENSG00000281859,normal
ENSG00000234093,normal
ENSG00000142959,normal
ENSG00000173846,normal
ENSG00000188396,normal
ENSG00000290041,normal
ENSG00000222009,normal
ENSG00000117425,normal
ENSG00000202444,normal
ENSG00000226499,normal
ENSG00000070785,normal
ENSG00000253039,normal
ENSG00000229815,normal
ENSG00000232369,normal
ENSG00000268949,normal
ENSG00000126107,normal
ENSG00000126088,normal
ENSG00000162415,normal
ENSG00000234315,normal
ENSG00000281912,normal
ENSG00000186603,normal
ENSG00000132781,normal
ENSG00000288208,normal
ENSG00000132773,normal
ENSG00000070759,normal
ENSG00000236872,normal
ENSG00000280670,normal
ENSG00000132763,normal
ENSG00000117450,normal
ENSG00000234379,normal
ENSG00000117448,normal
ENSG00000281133,normal
ENSG00000280836,normal
ENSG00000289407,normal
ENSG00000132780,normal
ENSG00000281112,normal
ENSG00000281825,normal
ENSG00000159588,normal
ENSG00000159592,normal
ENSG00000225447,normal
ENSG00000234329,normal
ENSG00000159596,normal
ENSG00000197429,normal
ENSG00000230896,normal
ENSG00000236111,normal
ENSG00000086015,normal
ENSG00000232467,normal
ENSG00000117461,normal
ENSG00000278139,normal
ENSG00000226957,normal
ENSG00000233114,normal
ENSG00000227857,normal
ENSG00000117472,normal
ENSG00000250719,normal
ENSG00000085998,normal
ENSG00000171357,normal
ENSG00000085999,normal
ENSG00000132128,normal
ENSG00000173660,normal
ENSG00000117481,normal
ENSG00000225779,normal
ENSG00000117480,normal
ENSG00000232022,normal
ENSG00000291138,normal
ENSG00000224863,normal
ENSG00000197587,normal
ENSG00000282881,normal
ENSG00000269956,normal
ENSG00000162456,normal
ENSG00000079277,normal
ENSG00000142961,normal
ENSG00000123472,normal
ENSG00000233647,normal
ENSG00000186118,normal
ENSG00000228237,normal
ENSG00000159658,normal
ENSG00000236476,normal
ENSG00000142973,normal
ENSG00000290456,normal
ENSG00000154198,normal
ENSG00000238145,normal
ENSG00000187048,normal
ENSG00000259832,normal
ENSG00000261196,normal
ENSG00000261593,normal
ENSG00000261290,normal
ENSG00000186377,normal
ENSG00000186160,normal
ENSG00000225154,normal
ENSG00000225506,normal
ENSG00000162365,normal
ENSG00000225514,normal
ENSG00000224805,normal
ENSG00000290081,normal
ENSG00000162366,normal
ENSG00000162367,normal
ENSG00000226252,normal
ENSG00000123473,normal
ENSG00000162368,normal
ENSG00000225762,normal
ENSG00000186790,normal
ENSG00000237424,normal
ENSG00000186564,normal
ENSG00000271355,normal
ENSG00000229554,normal
ENSG00000227883,normal
ENSG00000227947,normal
ENSG00000269113,normal
ENSG00000223814,normal
ENSG00000225028,normal
ENSG00000226133,normal
ENSG00000231413,normal
ENSG00000237180,normal
ENSG00000290466,normal
ENSG00000279096,normal
ENSG00000242267,normal
ENSG00000291246,normal
ENSG00000223720,normal
ENSG00000117834,normal
ENSG00000272491,normal
ENSG00000279214,normal
ENSG00000132122,normal
ENSG00000224986,normal
ENSG00000206700,normal
ENSG00000235105,normal
ENSG00000223175,normal
ENSG00000232514,normal
ENSG00000186094,normal
ENSG00000287661,normal
ENSG00000162373,normal
ENSG00000286597,normal
ENSG00000229846,normal
ENSG00000230114,normal
ENSG00000225623,normal
ENSG00000237478,normal
ENSG00000215887,normal
ENSG00000279324,normal
ENSG00000233595,normal
ENSG00000162374,normal
ENSG00000230828,normal
ENSG00000237337,normal
ENSG00000233407,normal
ENSG00000284696,normal
ENSG00000284645,normal
ENSG00000234080,normal
ENSG00000229316,normal
ENSG00000225671,normal
ENSG00000142700,normal
ENSG00000284700,normal
ENSG00000185104,normal
ENSG00000225767,normal
ENSG00000207194,normal
ENSG00000230585,normal
ENSG00000237130,normal
ENSG00000123080,normal
ENSG00000290102,normal
ENSG00000265538,normal
ENSG00000275816,normal
ENSG00000204006,normal
ENSG00000200262,normal
ENSG00000213478,normal
ENSG00000203356,normal
ENSG00000123091,normal
ENSG00000233406,normal
ENSG00000236434,normal
ENSG00000085831,normal
ENSG00000261664,normal
ENSG00000085832,normal
ENSG00000232027,normal
ENSG00000206595,normal
ENSG00000238140,normal
ENSG00000227070,normal
ENSG00000252032,normal
ENSG00000227742,normal
ENSG00000117859,normal
ENSG00000236973,normal
ENSG00000232846,normal
ENSG00000212624,normal
ENSG00000078618,normal
ENSG00000266993,normal
ENSG00000272175,normal
ENSG00000283899,normal
ENSG00000230604,normal
ENSG00000169213,normal
ENSG00000200839,normal
ENSG00000229032,normal
ENSG00000264613,normal
ENSG00000117862,normal
ENSG00000285839,normal
ENSG00000198841,normal
ENSG00000223390,normal
ENSG00000228369,normal
ENSG00000134717,normal
ENSG00000157077,normal
ENSG00000241745,normal
ENSG00000228407,normal
ENSG00000223429,normal
ENSG00000224255,normal
ENSG00000236004,normal
ENSG00000237663,normal
ENSG00000213735,normal
ENSG00000154222,normal
ENSG00000272100,normal
ENSG00000287078,normal
ENSG00000224680,normal
ENSG00000085840,normal
ENSG00000134748,normal
ENSG00000134744,normal
ENSG00000272371,normal
ENSG00000236290,normal
ENSG00000116157,normal
ENSG00000182183,normal
ENSG00000162377,normal
ENSG00000233664,normal
ENSG00000239640,normal
ENSG00000162378,normal
ENSG00000252018,normal
ENSG00000228929,normal
ENSG00000206627,normal
ENSG00000203995,normal
ENSG00000242391,normal
ENSG00000121310,normal
ENSG00000230953,normal
ENSG00000231866,normal
ENSG00000116171,normal
ENSG00000264834,normal
ENSG00000266188,normal
ENSG00000265815,normal
ENSG00000237279,normal
ENSG00000236360,normal
ENSG00000226147,normal
ENSG00000174348,normal
ENSG00000232993,normal
ENSG00000227644,normal
ENSG00000162383,normal
ENSG00000235563,normal
ENSG00000277397,normal
ENSG00000157184,normal
ENSG00000236723,normal
ENSG00000162384,normal
ENSG00000259818,normal
ENSG00000162385,normal
ENSG00000226754,normal
ENSG00000157193,normal
ENSG00000234578,normal
ENSG00000228838,normal
ENSG00000232762,normal
ENSG00000225675,normal
ENSG00000285954,normal
ENSG00000226938,normal
ENSG00000230138,normal
ENSG00000236253,normal
ENSG00000288527,normal
ENSG00000143006,normal
ENSG00000174332,normal
ENSG00000239007,normal
ENSG00000058804,normal
ENSG00000201003,normal
ENSG00000229687,normal
ENSG00000058799,normal
ENSG00000211452,normal
ENSG00000081870,normal
ENSG00000116212,normal
ENSG00000219102,normal
ENSG00000203985,normal
ENSG00000116209,normal
ENSG00000280378,normal
ENSG00000116205,normal
ENSG00000283749,normal
ENSG00000225183,normal
ENSG00000279049,normal
ENSG00000256407,normal
ENSG00000157211,normal
ENSG00000280425,normal
ENSG00000215883,normal
ENSG00000116221,normal
ENSG00000157216,normal
ENSG00000198711,normal
ENSG00000225632,normal
ENSG00000232245,normal
ENSG00000287582,normal
ENSG00000235741,normal
ENSG00000237173,normal
ENSG00000227453,normal
ENSG00000162390,normal
ENSG00000162391,normal
ENSG00000230728,normal
ENSG00000184313,normal
ENSG00000271723,normal
ENSG00000243725,normal
ENSG00000162396,normal
ENSG00000006555,normal
ENSG00000237453,normal
ENSG00000162398,normal
ENSG00000116133,normal
ENSG00000287724,normal
ENSG00000242396,normal
ENSG00000233203,normal
ENSG00000284601,normal
ENSG00000143001,normal
ENSG00000233271,normal
ENSG00000162399,normal
ENSG00000169174,normal
ENSG00000162402,normal
ENSG00000231090,normal
ENSG00000231095,normal
ENSG00000265822,normal
ENSG00000234810,normal
ENSG00000231900,normal
ENSG00000232198,normal
ENSG00000199831,normal
ENSG00000252162,normal
ENSG00000272051,normal
ENSG00000233079,normal
ENSG00000230250,normal
ENSG00000227104,normal
ENSG00000235612,normal
ENSG00000260971,normal
ENSG00000284686,normal
ENSG00000229871,normal
ENSG00000223956,normal
ENSG00000162407,normal
ENSG00000236776,normal
ENSG00000224980,normal
ENSG00000225475,normal
ENSG00000162409,normal
ENSG00000187889,normal
ENSG00000229913,normal
ENSG00000157131,normal
ENSG00000021852,normal
ENSG00000236341,normal
ENSG00000173406,normal
ENSG00000227935,normal
ENSG00000236888,normal
ENSG00000226759,normal
ENSG00000290536,normal
ENSG00000229887,normal
ENSG00000223416,normal
ENSG00000235038,normal
ENSG00000230546,normal
ENSG00000233216,normal
ENSG00000162600,normal
ENSG00000286918,normal
ENSG00000270209,normal
ENSG00000264128,normal
ENSG00000184292,normal
ENSG00000185839,normal
ENSG00000162601,normal
ENSG00000283445,normal
ENSG00000177606,normal
ENSG00000290013,normal
ENSG00000234807,normal
ENSG00000272226,normal
ENSG00000231740,normal
ENSG00000232453,normal
ENSG00000237352,normal
ENSG00000228121,normal
ENSG00000241042,normal
ENSG00000235215,normal
ENSG00000224609,normal
ENSG00000270457,normal
ENSG00000172456,normal
ENSG00000266150,normal
ENSG00000226883,normal
ENSG00000134709,normal
ENSG00000134716,normal
ENSG00000265535,normal
ENSG00000162598,normal
ENSG00000229332,normal
ENSG00000238242,normal
ENSG00000226476,normal
ENSG00000231252,normal
ENSG00000162599,normal
ENSG00000237928,normal
ENSG00000237853,normal
ENSG00000284808,normal
ENSG00000287224,normal
ENSG00000223920,normal
ENSG00000162604,normal
ENSG00000271200,normal
ENSG00000132849,normal
ENSG00000200575,normal
ENSG00000212360,normal
ENSG00000236646,normal
ENSG00000242860,normal
ENSG00000263908,normal
ENSG00000283690,normal
ENSG00000234204,normal
ENSG00000234088,normal
ENSG00000240563,normal
ENSG00000237227,normal
ENSG00000200174,normal
ENSG00000132854,normal
ENSG00000201153,normal
ENSG00000162607,normal
ENSG00000116641,normal
ENSG00000270549,normal
ENSG00000132855,normal
ENSG00000278967,normal
ENSG00000213703,normal
ENSG00000235545,normal
ENSG00000125703,normal
ENSG00000234318,normal
ENSG00000237163,normal
ENSG00000229537,normal
ENSG00000286455,normal
ENSG00000227485,normal
ENSG00000229225,normal
ENSG00000203605,normal
ENSG00000224209,normal
ENSG00000252259,normal
ENSG00000228734,normal
ENSG00000223683,normal
ENSG00000230798,normal
ENSG00000187140,normal
ENSG00000275836,normal
ENSG00000252784,normal
ENSG00000236674,normal
ENSG00000088035,normal
ENSG00000142856,normal
ENSG00000286429,normal
ENSG00000203965,normal
ENSG00000264271,normal
ENSG00000251720,normal
ENSG00000116652,normal
ENSG00000276884,normal
ENSG00000278287,normal
ENSG00000277565,normal
ENSG00000275823,normal
ENSG00000277689,normal
ENSG00000274199,normal
ENSG00000079739,normal
ENSG00000244256,normal
ENSG00000185483,normal
ENSG00000177452,normal
ENSG00000228056,normal
ENSG00000207190,normal
ENSG00000200508,normal
ENSG00000223949,normal
ENSG00000284928,normal
ENSG00000177414,normal
ENSG00000238653,normal
ENSG00000158966,normal
ENSG00000264470,normal
ENSG00000162437,normal
ENSG00000162434,normal
ENSG00000234784,normal
ENSG00000233877,normal
ENSG00000226891,normal
ENSG00000185031,normal
ENSG00000272506,normal
ENSG00000212257,normal
ENSG00000265996,normal
